filename,hidElementKey,keyPath,controlType,midiChannel,midiData,midiMessageType,midiMaxValue,midiMinValue,flipped
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer XDJ-1000.djayMidiMapping,playPause,turntableSelected.isPausedOrPlayingIsTemporary,button-blinking,,,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer XDJ-1000.djayMidiMapping,recMode,modifierState.modifier1,,,,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer DDJ-SR.djayMidiMapping,,turntable1.song.loadingSuccess,,11,0,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer DDJ-SR.djayMidiMapping,,turntable2.song.loadingSuccess,,11,1,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer DDJ-SR.djayMidiMapping,,turntable3.song.loadingSuccess,,11,2,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer DDJ-SR.djayMidiMapping,,turntable4.song.loadingSuccess,,11,3,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer DDJ-SR.djayMidiMapping,,turntable1.monoMeter,control,0,2,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer DDJ-SR.djayMidiMapping,,turntable2.monoMeter,control,1,2,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer DDJ-SR.djayMidiMapping,,turntable3.monoMeter,control,2,2,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer DDJ-SR.djayMidiMapping,,turntable4.monoMeter,control,3,2,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Denon DJ MC7000.djayMidiMapping,,turntable1.monoMeter,control,0,31,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Denon DJ MC7000.djayMidiMapping,,turntable2.monoMeter,control,1,31,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Denon DJ MC7000.djayMidiMapping,,turntable3.monoMeter,control,2,31,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Denon DJ MC7000.djayMidiMapping,,turntable4.monoMeter,control,3,31,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Beatpad.djayMidiMapping,,turntable1.monoMeter,control,0,102,1,8,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Beatpad.djayMidiMapping,,turntable2.monoMeter,control,1,102,1,8,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Beatpad.djayMidiMapping,,sampler.turntable1.player1.playing,button-blinking,0,88,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Beatpad.djayMidiMapping,,sampler.turntable1.player2.playing,button-blinking,0,89,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Beatpad.djayMidiMapping,,sampler.turntable1.player3.playing,button-blinking,0,90,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Beatpad.djayMidiMapping,,sampler.turntable1.player4.playing,button-blinking,0,91,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Beatpad.djayMidiMapping,,sampler.turntable2.player1.playing,button-blinking,1,88,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Beatpad.djayMidiMapping,,sampler.turntable2.player2.playing,button-blinking,1,89,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Beatpad.djayMidiMapping,,sampler.turntable2.player3.playing,button-blinking,1,90,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Beatpad.djayMidiMapping,,sampler.turntable2.player4.playing,button-blinking,1,91,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-2000nexus.djayMidiMapping,jogIllumination,turntableSelected.song.loadingSuccess,,,,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-2000nexus.djayMidiMapping,timeEnable,turntableSelected.song.loadingSuccess,,,,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-2000nexus.djayMidiMapping,bpmEnable,turntableSelected.song.loadingSuccess,,,,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-2000nexus.djayMidiMapping,playPause,turntableSelected.isPausedOrPlayingIsTemporary,button-blinking,,,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer DDJ-SZ.djayMidiMapping,,turntable1.song.loadingSuccess,,11,0,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer DDJ-SZ.djayMidiMapping,,turntable2.song.loadingSuccess,,11,1,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer DDJ-SZ.djayMidiMapping,,turntable3.song.loadingSuccess,,11,2,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer DDJ-SZ.djayMidiMapping,,turntable4.song.loadingSuccess,,11,3,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Vestax VCI-400.djayMidiMapping,,turntable1.monoMeter,control,2,17,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Vestax VCI-400.djayMidiMapping,,turntable2.monoMeter,control,3,17,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Vestax VCI-400.djayMidiMapping,,turntable3.monoMeter,control,4,17,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Vestax VCI-400.djayMidiMapping,,turntable4.monoMeter,control,5,17,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Denon DJ MCX8000.djayMidiMapping,,turntable1.monoMeter,control,0,31,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Denon DJ MCX8000.djayMidiMapping,,turntable2.monoMeter,control,1,31,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Denon DJ MCX8000.djayMidiMapping,,turntable3.monoMeter,control,2,31,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Denon DJ MCX8000.djayMidiMapping,,turntable4.monoMeter,control,3,31,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer XDJ-RX.djayMidiMapping,,turntable1.song.loadingSuccess,,11,0,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer XDJ-RX.djayMidiMapping,,turntable2.song.loadingSuccess,,11,1,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer XDJ-RX.djayMidiMapping,,turntable3.song.loadingSuccess,,11,2,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer XDJ-RX.djayMidiMapping,,turntable4.song.loadingSuccess,,11,3,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer XDJ-RX.djayMidiMapping,,turntable1.deckSlip,,11,36,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer XDJ-RX.djayMidiMapping,,turntable2.deckSlip,,11,37,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer XDJ-RX.djayMidiMapping,,turntable3.deckSlip,,11,38,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer XDJ-RX.djayMidiMapping,,turntable4.deckSlip,,11,39,1,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer XDJ-RX.djayMidiMapping,,turntable1.monoMeter,control,0,2,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer XDJ-RX.djayMidiMapping,,turntable2.monoMeter,control,1,2,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer XDJ-RX.djayMidiMapping,,turntable3.monoMeter,control,2,2,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer XDJ-RX.djayMidiMapping,,turntable4.monoMeter,control,3,2,3,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-2000NXS2.djayMidiMapping,jogIllumination,turntableSelected.song.loadingSuccess,,,,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-2000NXS2.djayMidiMapping,timeEnable,turntableSelected.song.loadingSuccess,,,,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-2000NXS2.djayMidiMapping,bpmEnable,turntableSelected.song.loadingSuccess,,,,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-2000NXS2.djayMidiMapping,playPause,turntableSelected.isPausedOrPlayingIsTemporary,button-blinking,,,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-2000NXS2.djayMidiMapping,pauseStateActive,turntableSelected.isPausedOrPlayingIsTemporary,,,,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-2000NXS2.djayMidiMapping,slipStateActive,turntableSelected.slipModeOrAnySlip,,,,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-2000NXS2.djayMidiMapping,syncMode,turntableSelected.syncMode,,,,,,,
